Unique ID,Start Date,End Date,"Q1. What is your current age? 
(Age)","Q2. What is your gender? 
(Gender)","Q3. Which of the following best describes the area or community in which you live? 
(Urban/Rural)","Q4.  Please indicate the answer that includes your entire household income in (previous year) before taxes. 
(Income)","Q6 Which of the following types of alcoholic beverages have you consumed in the past 4 weeks?
(Alcohol Category)",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Q7. Which of the following beer types of have you consumed in the past 4 weeks? 
(Beer Category )",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,"Q9. How relevant would you say the shown product is to you based on what you saw and read?
(Concept Relevance)","Q10. How appealing or unappealing is the shown product  to you?
(Concept Appeal)","Q11. How different do you think the shown product is from other beers currently available for purchase?
(Concept Differentiation)","Q12. Thinking about the shown product, which option describes how believable or unbelievable you feel the description and statements made about it are?
(Concept Beleivability)","Q13. How does the price fit with what you’d expect the shown to cost?
(Concept_Price)","Q14. Which statement below best describes how likely you would be to buy shown product if it were available at your local stores?
(Concept_Purchase Intent)","Q15. If the shwon product was available to you, how often would you expect yourself to drink at least one of these products?
(Concept_Drinking Frequency)",Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q17. We would like to know what effect this new product might have on the other beverages you buy. If it were available, would the shown product…? 
(Concept_Replacement Product)","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag,AI_Detection_29,AI_Detection_30
1819.0,2024-10-21 18:02:16,2024-10-21 18:16:12,46.0,2.0,1.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,I don't like it at all,It doesn't taste good to me,1.0,,,,0.0,Human-Written,Human-Written
1821.0,2024-10-22 08:10:42,2024-10-22 08:38:30,29.0,2.0,1.0,11.0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,4.0,3.0,4.0,3.0,3.0,4.0,6.0,I like its texture and its ingredients.,Its price is higher than that of similar types of beer.,2.0,Miller Lite,Coors Light,Bud Light,0.0,Human-Written,Human-Written
1822.0,2024-10-13 11:33:18,2024-10-13 11:40:22,27.0,1.0,1.0,4.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,5.0,5.0,4.0,5.0,5.0,8.0,It is smooth,I like the taste,3.0,Budlight,Coors,Natural Light,0.0,Human-Written,Human-Written
1823.0,2024-10-22 04:17:21,2024-10-22 04:37:23,41.0,1.0,1.0,12.0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,2.0,5.0,5.0,4.0,5.0,5.0,8.0,Most about Michelob ULTRA Pure Gold Extra Lager is its organic ingredients and light refreshing taste.,Not dislike it this very good While maintaining its refreshing profile and potentially.,3.0,Bud Light,Coors Light,Michelob ULTRA,0.0,Human-Written,Human-Written
1824.0,2024-10-21 19:18:02,2024-10-21 19:26:32,30.0,1.0,2.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,I like the color scheme of the bottle and the packaging,It's too expensive for my taste,1.0,,,,0.0,Human-Written,Human-Written
1827.0,2024-10-17 10:41:50,2024-10-17 11:04:15,59.0,1.0,5.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,4.0,2.0,3.0,3.0,2.0,7.0,It looks very tasty and crisp,Not my first choice,2.0,Coors light,Keystone light,Miller lite,0.0,Human-Written,Human-Written
1828.0,2024-10-21 21:18:57,2024-10-21 22:00:39,44.0,2.0,5.0,5.0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,I stated earlier I did not like Michelob.,I just don’t care for there beer at all.,1.0,,,,0.0,Human-Written,Human-Written
1831.0,2024-10-18 06:59:28,2024-10-18 07:03:39,32.0,1.0,2.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,3.0,4.0,3.0,3.0,5.0,8.0,Not sure,Not sure,2.0,20,0,0,0.0,Human-Written,Human-Written
1832.0,2024-10-18 00:22:42,2024-10-18 01:19:27,50.0,2.0,1.0,3.0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,5.0,5.0,5.0,4.0,2.0,5.0,7.0,"I like everything about it , the new design and also it's a light lager beer as well",Nothing at all,2.0,Mikes hard lemonade,Bud light,Soda,0.0,Human-Written,Human-Written
1833.0,2024-10-17 19:38:15,2024-10-17 19:45:43,29.0,2.0,1.0,3.0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,It's beer,Nothing,2.0,Mike hards,Budlight,,1.0,Human-Written,Human-Written
1834.0,2024-10-22 02:24:24,2024-10-22 02:38:59,30.0,1.0,1.0,8.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,5.0,4.0,5.0,4.0,5.0,5.0,7.0,The most important thing I like about Michelob ULTRA Pure Gold: USDA Certified Organic Light Lager is its commitment to quality and sustainability.,"One aspect I dislike about Michelob ULTRA Pure Gold: USDA Certified Organic Light Lager is its relatively mild flavor profile, which can sometimes come across as too subtle or lacking in complexity compared to other craft beers or full-bodied lagers.",3.0,Regular Light Beers,Non-Organic Beers,Low-Calorie Alcoholic Beverages,0.0,Human-Written,Human-Written
1836.0,2024-10-21 12:09:33,2024-10-21 12:18:45,47.0,1.0,1.0,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,5.0,5.0,3.0,4.0,5.0,8.0,The packaging,Nothing,1.0,,,,0.0,Human-Written,Human-Written
1837.0,2024-10-17 11:18:28,2024-10-17 11:45:09,35.0,1.0,1.0,11.0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,5.0,5.0,5.0,4.0,3.0,5.0,7.0,The taste it unique interesting and premium,"No, unique and great",3.0,Miller Lite,Bud Light Nex,Coors Pure Light Beer,0.0,Human-Written,Human-Written
1839.0,2024-10-21 19:27:59,2024-10-21 19:34:27,29.0,1.0,1.0,6.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.0,4.0,4.0,3.0,3.0,4.0,7.0,The face that it's got the Michelob taste,The fact it comes in glass bottle options only,2.0,Bud Weiser,Bud light,Dios equis,0.0,Human-Written,Human-Written
1840.0,2024-10-11 10:22:39,2024-10-11 10:32:11,33.0,2.0,3.0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5.0,5.0,5.0,4.0,3.0,5.0,7.0,everything,nothing,1.0,,,,0.0,Human-Written,Human-Written
1842.0,2024-10-22 15:14:41,2024-10-22 15:26:47,47.0,1.0,4.0,1.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,3.0,4.0,3.0,4.0,3.0,3.0,6.0,Seems healthier than other beers.,Friends might give you a hard time drinking it.,1.0,,,,0.0,Human-Written,Human-Written
1843.0,2024-10-13 10:21:31,2024-10-13 10:34:54,42.0,1.0,2.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,3.0,3.0,3.0,4.0,3.0,7.0,That it's organic and I think it's better for you,The bottle of her too small,2.0,Bud light,Coors light,Budweiser,0.0,Human-Written,Human-Written
1845.0,2024-10-22 05:56:24,2024-10-22 06:02:12,35.0,2.0,3.0,1.0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,The colors the name catchy,Nothing,1.0,,,,0.0,Human-Written,Human-Written
1847.0,2024-10-21 18:02:11,2024-10-21 18:10:15,36.0,2.0,2.0,1.0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,5.0,4.0,4.0,3.0,3.0,4.0,7.0,The lightness of the beer. It looks refreshing,Nothing to dislike,3.0,Bud light,Pabst blue ribbon,Natural light,0.0,Human-Written,Human-Written
1849.0,2024-10-22 06:15:55,2024-10-22 06:20:40,25.0,1.0,5.0,8.0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,High quality,Nothing,2.0,Bud Light,Modelo,Corona,0.0,Human-Written,Human-Written
1850.0,2024-10-21 23:41:51,2024-10-21 23:54:08,51.0,2.0,3.0,4.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,Low calorie,Nothing to dislike about the product,2.0,Budweiser,Mike hard lemonade,Bud light,0.0,Human-Written,Human-Written
1851.0,2024-10-22 17:55:24,2024-10-22 18:04:43,65.0,1.0,2.0,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,"The appearance, freshness, date, the type",Nothing but it isn't my first choice in beers.,2.0,Corona lime,Busch,Miller,0.0,Human-Written,Human-Written
1853.0,2024-10-21 20:33:36,2024-10-21 20:44:37,41.0,1.0,1.0,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,5.0,5.0,4.0,3.0,5.0,7.0,The best thing about this,Good to know I can,3.0,Aky,Mod,Bot,1.0,Human-Written,Human-Written
1855.0,2024-10-22 15:36:14,2024-10-22 15:52:02,36.0,2.0,5.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,its american and gold,none,2.0,bud light,none,corona,0.0,Human-Written,Human-Written
1857.0,2024-10-22 19:14:36,2024-10-22 19:27:07,63.0,1.0,4.0,11.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,Appears to be a premium brand of light beer but still with lower calories,May be a little too golden (?),2.0,Coors Light,Bud Light,Michelob Ultra,0.0,Human-Written,Human-Written
1858.0,2024-10-17 15:34:02,2024-10-17 15:45:14,49.0,1.0,1.0,10.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,The nice light that doesn't weight you down.,Is a bit weak,2.0,Coors,Light,Beer,0.0,Human-Written,Human-Written
1859.0,2024-10-21 21:03:32,2024-10-21 21:38:08,28.0,1.0,2.0,12.0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,5.0,5.0,4.0,4.0,3.0,5.0,7.0,The Fact That It Has All Those Great Ingredients And Considered To Be Light Beer Without All The Normal Ingredients Of The Other Brands,"There Isn't Much That I Dislike About The Product That Was Shown, Maybe Just The Graphic Design On The Bottle",3.0,Corona,Budweiser,Miller Lite,0.0,Human-Written,Human-Written
1860.0,2024-10-19 13:13:44,2024-10-19 13:21:30,57.0,2.0,2.0,7.0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,REFRESH MY SELF.,IS GOOD.,2.0,MEDALLA,COORSLIGHT,BUDWISER,0.0,Human-Written,Human-Written
1862.0,2024-10-18 06:36:36,2024-10-18 06:45:16,27.0,4.0,2.0,1.0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,5.0,5.0,4.0,4.0,3.0,5.0,7.0,That it uses organic ingredients,Nothing,2.0,Budweiser,Budlight,Miller light,0.0,Human-Written,Human-Written
1863.0,2024-10-23 07:26:33,2024-10-23 07:45:50,65.0,2.0,3.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,I like clean looking bottle and sounds good taste of light beer.,Nothing I can find.,2.0,Heineken,Coors,Miller light,0.0,Human-Written,Human-Written
1864.0,2024-10-16 16:37:43,2024-10-16 17:06:02,45.0,1.0,3.0,3.0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,5.0,4.0,5.0,4.0,5.0,5.0,7.0,Like the flavor that has,Nothing dislike me,1.0,,,,0.0,Human-Written,Human-Written
1865.0,2024-10-21 19:06:33,2024-10-21 19:29:23,56.0,2.0,4.0,4.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,The golden color,The price,1.0,,,,0.0,Human-Written,Human-Written
1866.0,2024-10-22 19:13:20,2024-10-22 19:26:25,26.0,1.0,4.0,4.0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,4.0,5.0,5.0,4.0,4.0,4.0,7.0,The flavor,Nothing I can think of,1.0,,,,0.0,Human-Written,Human-Written
1868.0,2024-10-22 03:27:09,2024-10-22 03:38:12,23.0,1.0,1.0,8.0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,I love light beer and I like michelob,Nothing,2.0,Bud light,Hinikan,Coors light,1.0,Human-Written,Human-Written
1872.0,2024-10-22 14:08:43,2024-10-22 14:33:49,57.0,1.0,5.0,4.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4.0,2.0,3.0,3.0,3.0,3.0,8.0,Michelle always had quality products,Nothing,1.0,,,,0.0,Human-Written,Human-Written
1874.0,2024-10-21 22:53:00,2024-10-21 22:58:55,31.0,1.0,3.0,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,4.0,4.0,3.0,4.0,3.0,6.0,It seems healthier to consume,Nothing,2.0,Miller,Budweiser,Keystone,0.0,Human-Written,Human-Written
1875.0,2024-10-18 04:22:31,2024-10-18 04:33:38,34.0,1.0,1.0,10.0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,4.0,5.0,4.0,4.0,4.0,5.0,6.0,I like everything about it,I don’t dislike anything about it,2.0,Smirnoff,Heineken,Star,0.0,Human-Written,Human-Written
1876.0,2024-10-18 09:05:40,2024-10-18 09:15:25,29.0,2.0,4.0,9.0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,The low calories,Don’t know how the organic components would tazye,1.0,,,,0.0,Human-Written,Human-Written
1877.0,2024-10-22 11:29:49,2024-10-22 11:42:55,44.0,1.0,3.0,11.0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,4.0,4.0,4.0,3.0,3.0,4.0,5.0,It came with good flavor and good taste,Nothing for dislike,2.0,Bud Light,Corona,Jacks Light,0.0,Human-Written,Human-Written
1879.0,2024-10-22 01:33:39,2024-10-22 01:37:03,29.0,1.0,3.0,11.0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,3.0,3.0,3.0,2.0,3.0,4.0,6.0,the color,nothing,1.0,,,,0.0,Human-Written,Human-Written
1881.0,2024-10-21 23:49:19,2024-10-22 00:00:14,34.0,2.0,2.0,5.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,I like that it has a low alcohol content for the days that I'm not trying to get too intoxicated so that I may continue to party with others throughout the night,There's nothing that I can think of that I don't like at the moment,1.0,,,,1.0,Human-Written,Human-Written
1882.0,2024-10-17 08:18:33,2024-10-17 08:22:14,35.0,2.0,1.0,12.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,5.0,4.0,5.0,4.0,5.0,5.0,8.0,It has a good crisp taste,Nothing,3.0,Tasty,Delicious,Great,0.0,Human-Written,Human-Written
1883.0,2024-10-11 10:58:40,2024-10-11 11:23:03,36.0,1.0,1.0,12.0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,3.0,4.0,3.0,2.0,3.0,3.0,6.0,The taste is unique,Nothing,2.0,Heineken,Budweiser,Guinness,0.0,Human-Written,Human-Written
1884.0,2024-10-15 07:55:24,2024-10-15 08:15:49,34.0,1.0,1.0,12.0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,O like the flavor and the taste,I didn't dislike anything about it,3.0,Budweiser,Light bud,Bud light,0.0,Human-Written,Human-Written
1885.0,2024-10-22 06:18:14,2024-10-22 06:33:55,55.0,2.0,2.0,5.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,Nothing,Never had it,1.0,,,,0.0,Human-Written,Human-Written
1886.0,2024-10-21 04:40:15,2024-10-21 04:47:26,42.0,1.0,1.0,12.0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,5.0,5.0,4.0,4.0,3.0,5.0,7.0,Extra light beer,Price is bit expensive,2.0,Miller lite,Budweiser,Corona,1.0,Human-Written,Human-Written
1888.0,2024-10-17 04:42:58,2024-10-17 04:53:44,37.0,2.0,2.0,5.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,I like the way its advertised,Never had it before,1.0,,,,0.0,Human-Written,Human-Written
1890.0,2024-10-18 01:38:16,2024-10-18 01:54:11,52.0,2.0,1.0,1.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,I don't like it I don't like ultra beers too light for me the fact that it's organic it sounds strange,Like I said I don't like it and it's organic so I really don't like it I would not buy it,1.0,,,,0.0,Human-Written,Human-Written
1891.0,2024-10-22 12:28:24,2024-10-22 12:37:38,34.0,2.0,1.0,3.0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,2.0,1.0,2.0,1.0,3.0,1.0,7.0,It taste good and it doesn't make u too drunk,The label is no that appealing,3.0,Steel reserve,Colt 45,Englich,0.0,Human-Written,Human-Written
1892.0,2024-10-23 03:33:04,2024-10-23 03:45:58,65.0,1.0,5.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,3.0,2.0,3.0,4.0,2.0,0.0,Really? No different than anything else. I wouldn't try it too expensive.,Very too much expensive,1.0,,,,0.0,Human-Written,Human-Written
1893.0,2024-10-19 10:06:20,2024-10-19 10:34:00,48.0,2.0,2.0,1.0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,3.0,4.0,4.0,4.0,3.0,5.0,7.0,It doesn't get me drunk quickly it's a mellow feeling,I like everything about this beer,1.0,,,,0.0,Human-Written,Human-Written
1894.0,2024-10-11 10:08:48,2024-10-11 10:14:40,57.0,1.0,1.0,6.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,i like nothing about this,everything is awful,1.0,,,,0.0,Human-Written,Human-Written
1895.0,2024-10-18 06:33:20,2024-10-18 06:40:32,27.0,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.0,5.0,5.0,4.0,5.0,5.0,6.0,i like everything about it,i dislike nothing,1.0,,,,0.0,Human-Written,Human-Written
1896.0,2024-10-21 13:42:23,2024-10-21 14:17:08,49.0,1.0,3.0,5.0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4.0,5.0,4.0,4.0,4.0,5.0,7.0,I like the taste of Michelob and love the taste of lager so I am pretty interested to see what this would taste like.,I actually don't see anything I dislike about it so far.,3.0,Color Light,Miller Lite,Bud Light,0.0,Human-Written,Human-Written
1897.0,2024-10-15 13:50:14,2024-10-15 13:59:23,37.0,1.0,4.0,6.0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,It's organic.,I dislike the watered down taste and texture.,1.0,,,,0.0,Human-Written,Human-Written
1898.0,2024-10-22 07:42:30,2024-10-22 07:50:53,61.0,1.0,3.0,11.0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,Organic lager,Light beer,1.0,,,,0.0,Human-Written,Human-Written
1899.0,2024-10-16 13:52:16,2024-10-16 14:04:22,41.0,1.0,1.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,Is a light beer low in calories and carbs with a great taste,I don't dislike anything about this beer it's just not my choice of beer I prefer to drink,1.0,,,,0.0,Human-Written,Human-Written
1901.0,2024-10-21 18:01:44,2024-10-21 18:11:20,46.0,2.0,2.0,3.0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,Nothing in particular,Nothing in particular,1.0,,,,0.0,Human-Written,Human-Written
1902.0,2024-10-21 18:41:47,2024-10-21 19:11:16,29.0,1.0,3.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,Nothing,Nothing,1.0,,,,0.0,Human-Written,Human-Written
1903.0,2024-10-23 06:53:18,2024-10-23 07:00:20,61.0,2.0,3.0,7.0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,5.0,5.0,4.0,4.0,3.0,5.0,7.0,Easy to drink low calorie tasty,,1.0,,,,0.0,Human-Written,Human-Written
1904.0,2024-10-17 23:33:30,2024-10-17 23:51:17,59.0,2.0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,7.0,It's lighter than the regular beers and with less calories,The bottle design,2.0,Budweiser light,Coors light,Miller lite,0.0,Human-Written,Human-Written
1905.0,2024-10-22 16:09:21,2024-10-22 16:34:18,25.0,2.0,5.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,i don’t like it,i don’t like it,1.0,,,,0.0,Human-Written,Human-Written
1907.0,2024-10-15 07:36:39,2024-10-15 08:09:33,37.0,2.0,3.0,11.0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,Is an organic beer and do not five me acid reflux.,,2.0,"Michelob Ultra, Superior Light",Terramana,Don Q,0.0,Human-Written,Human-Written
1909.0,2024-10-21 19:29:30,2024-10-21 19:52:00,43.0,1.0,1.0,11.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.0,4.0,3.0,3.0,5.0,4.0,7.0,i love Michelob ultra pure gold for it's refreshing taste and lower calorie count,i find Michelob ultra pure gold lacks bold flavor and can feel a bit too light for my taste,2.0,bud light,miller lite,coors light,0.0,Human-Written,Human-Written
1910.0,2024-10-22 10:10:49,2024-10-22 10:16:35,21.0,1.0,3.0,6.0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,5.0,5.0,5.0,4.0,3.0,5.0,7.0,I like the high quality taste and flavor.,None. It is refreshing.,2.0,Corona Light,Heineken,Budweiser,1.0,Human-Written,Human-Written
1912.0,2024-10-21 22:39:49,2024-10-21 22:43:45,41.0,1.0,3.0,12.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.0,5.0,5.0,4.0,4.0,5.0,6.0,Details and information about,Costs,2.0,Coors,Miller light,Keystone,0.0,Human-Written,Human-Written
1913.0,2024-10-21 19:04:01,2024-10-21 19:16:32,47.0,1.0,4.0,5.0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,4.0,3.0,2.0,2.0,4.0,4.0,8.0,That it is a michalob product,Afraid to try it,2.0,Michalob ultra,Budweiser,Miller lite,1.0,Human-Written,Human-Written
1914.0,2024-10-17 16:56:05,2024-10-17 17:14:33,40.0,2.0,1.0,10.0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,5.0,5.0,5.0,4.0,4.0,5.0,8.0,"I love Michelob Ultra Pure Gold for its refreshing, smooth taste and impressive health-conscious features, including low calories, carbs, and gluten-free ingredients. Its eco-friendly brewing process and commitment to sustainability also align with my values, making it my top choice for a premium light lager.",Michelob Ultra Pure Gold doesn't quite meet my expectations in terms of flavor.,3.0,Trophy,Belingual,All 3,0.0,Human-Written,Human-Written
1915.0,2024-10-12 21:52:55,2024-10-12 22:10:57,39.0,1.0,5.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,It looks smooth and sounds like it has a good taste,No dislikes,1.0,,,,1.0,Human-Written,Human-Written
1916.0,2024-10-22 11:42:59,2024-10-22 11:49:30,43.0,1.0,1.0,11.0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,i like very good brand,I have nothing to say,2.0,Extra Light Large,Extra Light,Learge,0.0,Human-Written,Human-Written
1918.0,2024-10-11 11:33:57,2024-10-11 11:44:22,30.0,2.0,1.0,11.0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,5.0,5.0,5.0,3.0,3.0,5.0,7.0,It’s very convenient and nice to drink it to unwind,Nothing,1.0,,,,0.0,Human-Written,Human-Written
1919.0,2024-10-21 19:47:50,2024-10-21 20:06:40,31.0,2.0,4.0,9.0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0,4.0,3.0,3.0,3.0,4.0,6.0,I love the bottling. It is appealing and I love the taste too,I have not really thought about that,1.0,,,,0.0,Human-Written,Human-Written
1920.0,2024-10-20 15:21:33,2024-10-20 15:30:22,35.0,2.0,2.0,10.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,,Threw the organic thing in there,1.0,,,,0.0,Human-Written,Human-Written
1921.0,2024-10-18 01:17:53,2024-10-18 01:43:10,58.0,1.0,3.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,I never try this brand so its very hard to discribe anything about it .,"Same answer, if I don't know anything about this product how I can explain about it??",1.0,,,,0.0,Human-Written,Human-Written
1922.0,2024-10-22 03:53:04,2024-10-22 04:13:55,43.0,1.0,1.0,11.0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,4.0,4.0,3.0,4.0,3.0,4.0,7.0,"The most important thing I like about Michelob ULTRA Pure Gold is its low calorie content, making it a healthier option compared to other beers. The fact that it's brewed with premium American ingredients and still delivers a refreshing taste without sacrificing flavor is appealing. It seems like a great choice for those who are health-conscious but still want to enjoy a light beer, which would definitely drive me to try it.","One thing I dislike about Michelob ULTRA Pure Gold is that its alcohol content (3.8% ABV) is relatively low compared to other beers, which might make it less appealing for someone seeking a stronger beer. Additionally, while it's marketed as a premium product, the price point could feel a bit high for a light beer, especially when there are other similar options available at a lower cost.",1.0,,,,0.0,Human-Written,Human-Written
1924.0,2024-10-21 23:37:53,2024-10-21 23:47:37,30.0,1.0,1.0,12.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,"I love the taste,it kind of different and unique","Nothing really, just the price",2.0,Corona,Silver,Budweiser,0.0,Human-Written,Human-Written
1925.0,2024-10-22 10:20:27,2024-10-22 10:32:10,51.0,1.0,2.0,6.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5.0,4.0,4.0,4.0,3.0,5.0,7.0,85 calories,Nothing,2.0,Coors light,Keystone light,Michelob ultra,0.0,Human-Written,Human-Written
1926.0,2024-10-21 23:12:54,2024-10-21 23:18:49,29.0,2.0,3.0,7.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,It seems like other kinds of beer,"I don’t like the color, looks like pee",1.0,,,,0.0,Human-Written,Human-Written
